id1	id2	promoterdis	length1	length2	overlap	overlapc	sin1	sin2	sin3	snuc
AT1G29670	AT1G29680	3362	2238	1172	46	A	0	0	1	0
AT5G45455	AT5G45460	3373	556	2919	100	A	0	0	1	1
AT4G14890	AT4G14900	3378	607	3436	606	B	1	0	1	1
AT1G02860	AT1G02870	3386	1965	1468	45	A	1	1	1	1
AT2G44750	AT2G44760	3388	1450	1967	27	A	1	1	1	1
AT3G57910	AT3G57920	3393	3542	1793	1792	B	0	0	1	1
AT5G03710	AT5G03720	3403	705	3185	485	A	1	0	1	0
AT5G40410	AT5G40420	3409	1981	1444	14	A	0	0	1	0
AT4G22310	AT4G22320	3412	1469	1966	21	A	0	1	1	1
AT5G20935	AT5G20940	3412	641	2908	135	A	0	0	1	1
AT3G08890	AT3G08900	3415	2214	1864	661	A	1	1	1	0
AT1G59710	AT1G59720	3417	1818	2033	432	A	1	0	0	0
AT1G75335	AT1G75340	3419	429	3011	19	A	1	1	1	1
AT4G30420	AT4G30430	3426	2010	1549	131	A	0	0	1	1
AT2G33390	AT2G33400	3429	1957	1873	399	A	1	1	1	1
AT5G27850	AT5G27860	3433	1907	1783	255	A	1	1	1	1
AT1G65410	AT1G65420	3436	2364	1129	55	A	1	1	1	1
AT5G07110	AT5G07120	3449	831	2649	29	A	1	1	1	1
AT1G60650	AT1G60660	3452	2487	980	13	A	1	1	1	1
AT5G06310	AT5G06320	3454	2609	965	118	A	1	0	1	1
AT3G04550	AT3G04560	3455	1480	2017	40	A	1	0	1	1
AT3G05010	AT3G05020	3471	2191	1295	13	A	1	1	1	1
AT1G56570	AT1G56580	3482	3487	1123	1122	B	0	1	1	1
AT1G68080	AT1G68090	3484	2243	1591	348	A	1	0	0	0
AT3G09300	AT3G09310	3488	2765	958	233	A	1	1	1	1
AT4G02200	AT4G02210	3488	2038	1989	537	A	1	1	1	1
AT5G48800	AT5G48810	3503	2365	1142	2	A	1	1	1	1
AT4G10620	AT4G10630	3514	2217	1316	17	A	0	1	1	1
AT2G27480	AT2G27490	3519	1369	2172	20	A	1	0	1	1
AT3G05250	AT3G05260	3524	1952	1614	40	A	0	0	1	0
AT5G03160	AT5G03170	3529	2625	934	28	A	1	1	1	1
AT1G24030	AT1G24040	3530	2231	2991	1690	A	1	0	1	1
AT2G29540	AT2G29550	3534	1828	1948	240	A	1	1	1	1
AT4G01026	AT4G01030	3534	1365	2702	531	A	1	0	1	1
AT1G78890	AT1G78895	3536	2205	1848	515	A	1	1	1	1
AT5G08780	AT5G08790	3536	2209	1346	17	A	1	1	1	1
AT4G21515	AT4G21520	3563	445	3143	23	A	0	0	1	0
AT2G37330	AT2G37340	3569	1071	2555	55	A	1	1	1	1
AT4G13580	AT4G13590	3570	890	2726	44	A	1	0	1	1
AT2G25605	AT2G25610	3571	1884	1737	48	A	1	1	1	1
AT2G41590	AT2G41600	3580	1646	2304	368	A	0	1	0	0
AT1G09850	AT1G09860	3583	2236	1396	47	A	1	0	1	1
AT3G18240	AT3G18250	3590	3249	367	24	A	0	0	1	1
AT2G18460	AT2G18465	3591	1765	1924	96	A	0	0	1	0
AT5G15880	AT5G15890	3591	1878	1762	47	A	1	0	1	1
AT1G47740	AT1G47750	3594	2729	904	37	A	1	1	1	1
AT3G15260	AT3G15270	3598	3921	1959	1958	B	0	1	0	0
AT3G11590	AT3G11591	3600	3331	443	172	A	1	1	1	1
AT3G49890	AT3G49900	3614	1559	2204	147	A	1	0	1	1
AT1G67430	AT1G67440	3615	1724	1931	38	A	0	0	1	1
AT4G14358	AT4G14360	3615	330	3396	109	A	1	1	0	0
AT3G07140	AT3G07150	3617	2961	916	258	A	1	1	1	1
AT4G01690	AT4G01700	3620	2516	1198	92	A	1	0	1	1
AT4G31010	AT4G31020	3622	1882	2189	447	A	1	1	1	1
AT1G11770	AT1G11780	3630	1773	2399	540	A	0	1	0	0
AT3G54110	AT3G54120	3631	2491	1215	73	A	1	1	1	1
AT1G48880	AT1G48890	3634	2391	1268	23	A	1	0	0	0
AT5G17280	AT5G17290	3637	574	3813	573	B	1	1	1	1
AT1G06450	AT1G06460	3646	1380	2393	125	A	1	0	1	1
AT4G25660	AT4G25670	3647	2190	1796	337	A	1	1	1	1
AT1G43900	AT1G43910	3656	1891	1803	36	A	1	0	1	1
AT5G59470	AT5G59480	3658	933	2819	92	A	1	1	1	1
AT3G52380	AT3G52390	3662	1499	2270	105	A	1	1	1	1
AT1G09460	AT1G09470	3662	1480	2313	129	A	1	1	1	1
AT1G49990	AT1G50000	3666	1476	2233	41	A	0	0	1	1
AT1G29041	AT1G29050	3670	791	2889	8	A	0	0	1	1
AT4G16535	AT4G16540	3670	2181	3661	2170	A	0	0	1	0
AT3G09060	AT3G09050	3674	2688	1314	326	A	0	0	1	1
AT1G08120	AT1G08125	3677	1047	2651	19	A	1	1	0	0
AT1G74730	AT1G74740	3680	1002	2696	16	A	1	1	1	1
AT2G42990	AT2G43000	3692	1620	2180	106	A	0	0	1	1
AT1G05400	AT1G05410	3694	1349	2357	10	A	0	1	1	1
AT4G24380	AT4G24390	3699	1179	3163	641	A	1	1	1	1
AT1G26090	AT1G26100	3701	2390	1477	164	A	1	1	1	1
AT5G67130	AT5G67140	3701	2324	1381	2	A	0	1	1	1
AT1G62600	AT1G62610	3708	1952	1765	7	A	1	1	1	1
AT1G21270	AT1G21280	3712	3735	912	911	B	1	0	1	1
AT1G50900	AT1G50910	3714	926	3181	391	A	0	1	1	1
AT4G27030	AT4G27040	3722	1123	2755	154	A	1	1	1	1
AT5G05470	AT5G05480	3724	1883	1865	22	A	0	1	1	1
AT1G62170	AT1G62180	3726	1915	1993	180	A	1	0	1	0
AT4G02610	AT4G02620	3728	1729	2055	54	A	1	1	1	1
AT4G34120	AT4G34131	3734	2011	1761	36	A	1	0	1	1
AT3G06950	AT3G06960	3734	1468	2312	44	A	0	1	1	1
AT2G02795	AT2G02800	3739	821	4077	820	B	0	0	1	0
AT5G67080	AT5G67090	3747	1336	2453	40	A	1	1	1	1
AT5G39590	AT5G39600	3748	2550	1225	25	A	1	1	1	1
AT1G71480	AT1G71490	3765	1247	2921	401	A	0	0	1	1
AT3G17380	AT3G17390	3769	2046	1730	5	A	0	1	1	1
AT4G19850	AT4G19860	3772	998	2825	49	A	0	0	1	0
AT3G07080	AT3G07090	3777	2082	1761	64	A	1	1	1	1
AT5G16350	AT5G16360	3781	2499	1478	194	A	0	0	1	0
AT5G58210	AT5G58220	3788	2309	1483	2	A	1	1	1	1
AT3G22942	AT3G22950	3790	2128	1690	26	A	1	1	1	1
AT5G01920	AT5G01930	3791	2204	1837	248	A	0	0	1	1
AT5G46700	AT5G46710	3794	2285	1959	448	A	1	1	1	1
AT4G03330	AT4G03340	3796	1467	2354	23	A	0	0	1	1
AT5G53310	AT5G53320	3799	1713	2158	70	A	1	1	1	1
AT5G25630	AT5G25640	3801	2182	1659	38	A	1	1	1	1
AT4G05450	AT4G05460	3802	2270	1944	410	A	1	1	1	1
AT2G47550	AT2G47560	3803	2864	1035	94	A	0	0	0	1
AT3G01350	AT3G01360	3811	2491	2401	1079	A	1	0	1	1
AT4G18830	AT4G18840	3812	2109	3813	2108	A	1	0	0	0
AT1G25150	AT1G25155	3813	1836	2130	151	A	1	1	0	0
AT1G79380	AT1G79390	3814	2826	1048	58	A	1	1	1	1
AT4G23800	AT4G23810	3815	2476	1613	272	A	1	1	1	1
AT3G52710	AT3G52700	3818	1361	6209	1360	B	0	0	1	1
AT5G53360	AT5G53370	3818	1747	2095	22	A	1	0	1	1
AT5G27093	AT5G27100	3826	771	3386	329	A	0	0	1	1
AT2G33520	AT2G33530	3828	975	2894	39	A	0	0	1	1
AT1G51540	AT1G51550	3829	1980	2351	500	A	1	1	1	1
AT3G22520	AT3G22530	3830	3929	895	894	B	1	1	1	1
AT2G44850	AT2G44860	3840	2208	1678	44	A	1	1	1	1
AT2G47170	AT2G47180	3845	2245	1621	19	A	1	1	1	1
AT1G11890	AT1G11900	3871	2321	1572	20	A	1	0	1	1
AT1G34770	AT1G34780	3883	2213	1677	5	A	1	1	1	1
AT3G55830	AT3G55840	3886	2451	1872	435	A	1	1	1	1
AT1G23550	AT1G23560	3891	2064	2005	176	A	1	0	1	1
AT1G18630	AT1G18640	3892	1681	2231	18	A	1	1	1	1
AT3G21520	AT3G21530	3897	835	3117	53	A	0	0	1	1
AT1G12210	AT1G12211	3898	3701	3240	3041	A	0	0	1	1
AT5G25500	AT5G25510	3898	1680	2293	73	A	0	0	1	1
AT5G63280	AT5G63290	3909	2267	1696	52	A	1	0	1	1
AT1G07476	AT1G07480	3913	945	2996	26	A	1	0	0	0
AT5G01225	AT5G01230	3915	653	3864	600	A	0	0	1	1
AT1G80840	AT1G80850	3918	1819	2154	53	A	1	1	1	1
AT5G62540	AT5G62550	3922	1510	2438	24	A	1	1	1	1
AT1G64640	AT1G64630	3922	1140	2816	32	A	1	1	1	1
AT4G03180	AT4G03190	3932	1727	2224	17	A	1	1	1	1
AT2G39910	AT2G39920	3943	2446	1523	24	A	0	0	1	1
AT4G29350	AT4G29360	3945	1336	2632	21	A	1	1	1	1
AT5G40640	AT5G40645	3951	3318	711	76	A	1	0	1	1
AT2G46225	AT2G46230	3952	2311	1691	48	A	1	1	1	1
AT5G52840	AT5G52850	3962	1303	2682	21	A	0	0	1	1
AT1G19350	AT1G19360	3966	2754	1932	718	A	1	1	1	1
AT5G47435	AT5G47440	3976	2317	2118	457	A	1	1	1	1
AT3G01280	AT3G01290	3981	2176	1910	103	A	1	1	1	1
AT5G25340	AT5G25350	3994	1767	2698	469	A	1	1	1	0
AT1G53708	AT1G53710	4003	803	3236	34	A	1	0	1	1
AT1G56310	AT1G56320	4009	3162	952	103	A	1	0	1	1
AT2G01200	AT2G01210	4011	2127	2711	825	A	0	1	1	1
AT5G08360	AT5G08370	4011	1435	2642	64	A	0	1	1	1
AT5G16930	AT5G16940	4017	3472	856	309	A	0	1	1	1
AT5G08270	AT5G08280	4018	1934	2148	62	A	1	1	1	1
AT1G51960	AT1G51965	4021	1510	2730	217	A	0	0	1	0
AT1G24800	AT1G24807	4024	2043	2166	183	A	1	1	0	0
AT3G11020	AT3G11030	4025	1988	3124	1085	A	1	1	1	1
AT5G26700	AT5G26710	4028	1336	2744	50	A	1	1	1	0
AT3G52210	AT3G52220	4032	2403	1660	29	A	1	1	1	1
AT3G52590	AT3G52600	4033	1554	2522	41	A	1	1	0	0
AT1G12810	AT1G12820	4037	1567	2482	10	A	1	1	1	1
AT1G70760	AT1G70770	4040	1149	2946	53	A	1	1	1	0
AT3G57720	AT3G57730	4044	4069	1761	1760	B	0	0	1	1
AT3G12930	AT3G12940	4047	1476	2883	310	A	0	0	1	1
AT1G20140	AT1G20150	4050	1552	3091	591	A	0	0	0	1
AT5G16150	AT5G16160	4056	3224	949	115	A	1	0	1	1
AT1G05835	AT1G05840	4057	568	3550	59	A	0	1	1	1
AT5G62910	AT5G62920	4062	2099	2312	347	A	1	1	1	1
AT1G79710	AT1G79720	4065	2240	1889	62	A	1	1	1	1
AT2G43790	AT2G43795	4073	2626	1492	43	A	1	0	0	0
AT3G12480	AT3G12490	4074	2598	1503	25	A	1	1	1	1
AT4G39060	AT4G39070	4077	2028	2054	3	A	0	0	1	1
AT5G59070	AT5G59080	4078	2321	4175	2320	B	0	0	1	1
AT4G17540	AT4G17550	4083	2033	2292	240	A	1	1	1	1
AT1G60420	AT1G60430	4089	2500	1609	18	A	1	1	1	1
AT2G38330	AT2G38340	4092	2912	1220	38	A	1	0	1	1
AT5G25170	AT5G25180	4096	2084	2479	465	A	1	1	0	0
AT5G07240	AT5G07250	4100	2399	1706	3	A	1	1	1	1
AT5G66180	AT5G66190	4107	2142	2033	66	A	1	1	1	1
AT3G52080	AT3G52090	4108	3023	1204	117	A	1	0	0	0
AT5G40570	AT5G40580	4111	1631	2538	56	A	1	1	1	1
AT2G21940	AT2G21950	4112	2689	1473	48	A	1	1	1	1
AT4G31740	AT4G31750	4114	572	4185	571	B	1	0	0	0
AT4G39620	AT4G39630	4118	2372	1797	49	A	0	1	1	1
AT5G09920	AT5G09930	4118	1392	2808	80	A	1	0	0	0
AT3G45010	AT3G45020	4119	2846	1303	28	A	0	0	1	1
AT5G25080	AT5G25090	4123	3365	800	40	A	0	1	1	1
AT5G39510	AT5G39520	4125	2310	1832	15	A	1	0	0	1
AT2G43310	AT2G43320	4126	788	3378	38	A	1	0	1	1
AT1G01730	AT1G01740	4133	1393	2820	78	A	1	1	1	1
AT3G10200	AT3G10210	4143	3403	1344	602	A	1	1	1	1
AT4G20760	AT4G20770	4145	1829	2325	7	A	0	0	0	1
AT3G14460	AT3G14463	4159	4461	908	907	B	0	0	1	1
AT1G65840	AT1G65845	4165	3320	913	66	A	1	0	1	1
AT2G23200	AT2G23210	4166	2694	2138	664	A	0	0	1	1
AT3G09670	AT3G09680	4170	2858	1327	13	A	1	1	1	1
AT1G04230	AT1G04240	4174	3274	1541	639	A	1	1	1	1
AT1G74580	AT1G74590	4175	3358	1011	192	A	1	0	0	1
AT4G37190	AT4G37200	4183	2650	1591	56	A	1	1	1	1
AT3G56900	AT3G56910	4187	3362	876	49	A	1	1	1	1
AT5G12110	AT5G12120	4188	2429	2544	783	A	1	1	1	1
AT3G23100	AT3G23110	4189	5719	2508	2507	B	0	0	1	1
AT2G24960	AT2G24970	4191	2919	1777	503	A	1	1	1	1
AT2G20710	AT2G20720	4194	1919	2299	22	A	0	0	1	1
AT2G44065	AT2G44070	4200	2978	1766	542	A	1	1	1	0
AT5G07580	AT5G07590	4206	815	3584	191	A	1	0	1	1
AT4G35630	AT4G35640	4209	1513	2779	81	A	1	0	1	1
AT1G63330	AT1G63340	4214	2177	2138	99	A	0	0	0	1
AT2G02740	AT2G02750	4218	1902	2402	84	A	1	0	1	1
AT1G16740	AT1G16750	4228	1373	2878	21	A	0	0	1	1
AT4G11070	AT4G11080	4234	1697	2625	86	A	0	1	0	0
AT4G14700	AT4G14710	4234	2588	1727	79	A	1	1	1	1
AT5G04510	AT5G04520	4236	3066	1225	53	A	1	0	1	1
AT2G31380	AT2G31390	4240	1504	2779	41	A	1	1	1	1
AT3G15060	AT3G15070	4241	1437	3125	319	A	1	1	1	1
AT5G58300	AT5G58310	4249	3231	1093	73	A	1	1	0	0
AT3G22760	AT3G22770	4257	3854	984	579	A	1	0	1	0
AT3G01920	AT3G01930	4259	1672	2630	41	A	0	0	1	1
AT3G12210	AT3G12220	4266	1815	2813	360	A	0	0	1	1
AT4G09000	AT4G09010	4277	2163	2138	22	A	0	1	1	1
AT5G14670	AT5G14680	4278	2006	2390	116	A	1	1	0	0
AT3G10220	AT3G10230	4285	2428	1884	25	A	1	1	1	1
AT2G30620	AT2G30630	4288	1752	2558	20	A	1	0	1	1
AT4G38560	AT4G38570	4290	2138	2216	62	A	1	0	0	0
AT1G06790	AT1G06800	4291	2605	2048	360	A	1	1	1	1
AT3G56840	AT3G56850	4297	2027	2381	109	A	1	1	1	1
AT1G47250	AT1G47260	4307	1882	3934	1507	A	1	1	1	1
AT4G38225	AT4G38230	4310	1593	2835	116	A	1	1	1	1
AT5G47860	AT5G47870	4319	2870	1496	45	A	1	1	1	1
AT5G20500	AT5G20510	4323	1223	3110	8	A	1	1	1	1
AT5G61260	AT5G61270	4326	2513	1848	33	A	0	0	1	1
AT3G05760	AT3G05770	4328	2135	2213	18	A	0	1	1	1
AT5G63010	AT5G63020	4335	1514	2860	37	A	0	0	1	1
AT5G18960	AT5G18970	4345	3354	1432	439	A	1	1	1	1
AT1G76530	AT1G76540	4350	2303	2049	0	A	1	0	1	0
AT3G19240	AT3G19250	4351	2978	1787	412	A	1	1	1	1
AT5G10680	AT5G10690	4355	1191	3940	774	A	1	0	1	1
AT4G10640	AT4G10650	4356	2693	2459	794	A	0	0	1	1
AT2G28930	AT2G28940	4356	2352	2028	22	A	1	0	1	1
AT4G16695	AT4G16700	4359	1888	2819	346	A	1	1	1	1
AT4G21800	AT4G21810	4363	2357	2052	44	A	1	1	1	1
AT3G19220	AT3G19230	4366	1643	2759	34	A	0	0	1	0
AT3G14340	AT3G14350	4370	381	4359	368	A	1	0	0	1
AT1G54310	AT1G54320	4384	2008	2416	38	A	1	1	1	1
AT5G41980	AT5G41990	4386	1393	3026	31	A	1	0	1	1
AT1G15015	AT1G15020	4398	843	4248	691	A	0	0	1	0
AT4G18210	AT4G18215	4401	2735	2728	1060	A	0	0	0	1
AT4G16430	AT4G16440	4402	1917	2567	80	A	1	1	1	1
AT2G34910	AT2G34920	4416	1209	3229	20	A	0	0	1	1
AT4G20420	AT4G20430	4418	654	4580	653	B	1	1	0	0
AT3G59970	AT3G59980	4420	3260	1215	53	A	1	1	1	1
AT5G51970	AT5G51980	4422	1634	2808	18	A	1	1	1	1
AT5G53920	AT5G53930	4430	2285	2175	28	A	1	1	1	1
AT5G53330	AT5G53340	4449	1642	2858	49	A	1	1	1	1
AT5G10830	AT5G10840	4452	1340	3137	23	A	1	1	1	1
AT4G34850	AT4G34860	4455	1626	2874	43	A	1	0	1	1
AT5G38895	AT5G38900	4458	2256	2208	4	A	0	1	1	1
AT5G63050	AT5G63060	4464	2544	1943	21	A	1	1	1	1
AT5G13660	AT5G13670	4467	2736	1944	211	A	0	0	0	1
AT5G17360	AT5G17370	4468	1377	3143	50	A	1	0	1	1
AT5G43940	AT5G43950	4468	2325	2169	24	A	1	1	1	1
AT5G25760	AT5G25770	4470	1715	2911	154	A	1	1	1	1
AT5G63780	AT5G63790	4487	2786	1722	19	A	1	1	1	1
AT3G13782	AT3G13784	4493	2427	2352	284	A	0	0	1	0
AT5G61920	AT5G61930	4497	1705	3727	933	A	0	1	1	1
AT3G12060	AT3G12070	4498	2424	2815	739	A	1	1	1	1
AT2G45360	AT2G45380	4501	923	3666	86	A	1	0	1	1
AT2G36650	AT2G36660	4502	1433	3078	7	A	0	0	1	1
AT3G45890	AT3G45900	4505	2790	2215	498	A	1	0	1	1
AT1G33770	AT1G33780	4508	3679	1460	629	A	0	0	1	1
AT2G02720	AT2G02730	4512	2101	2505	92	A	1	1	0	1
AT1G49350	AT1G49360	4521	2327	2235	39	A	1	1	1	1
AT2G42220	AT2G42230	4524	1354	3197	25	A	0	0	1	1
AT4G17350	AT4G17360	4532	2443	2118	27	A	1	1	1	1
AT5G67170	AT5G67180	4533	2330	2323	118	A	1	0	1	1
AT3G62080	AT3G62090	4535	2604	2163	230	A	1	0	1	1
AT5G03905	AT5G03910	4544	1695	2964	113	A	1	1	1	1
AT5G20590	AT5G20600	4546	2748	1818	18	A	1	1	1	1
AT2G01280	AT2G01290	4552	3719	1268	433	A	1	1	0	0
AT4G26430	AT4G26440	4559	2638	1956	33	A	1	0	0	0
AT3G32930	AT3G32940	4585	1658	3007	78	A	1	1	1	1
AT4G35040	AT4G35050	4590	2673	2214	295	A	1	1	1	1
AT4G26770	AT4G26780	4590	2880	1770	58	A	1	1	1	1
AT1G76450	AT1G76460	4592	1625	3000	31	A	0	0	1	1
AT1G27060	AT1G27070	4593	1767	2843	15	A	0	1	1	1
AT1G50440	AT1G50450	4596	2139	2579	120	A	1	0	1	1
AT1G55190	AT1G55200	4603	803	3872	70	A	0	0	1	1
AT3G50950	AT3G50960	4610	2963	1732	83	A	1	0	1	1
AT3G26680	AT3G26690	4612	3114	1529	29	A	1	0	1	1
AT3G49180	AT3G49190	4613	2190	2525	100	A	1	0	1	1
AT4G37040	AT4G37050	4622	2030	2636	42	A	1	1	1	1
AT2G43840	AT2G43850	4624	1613	3069	56	A	0	1	1	1
AT4G15475	AT4G15480	4653	3043	1716	104	A	1	0	1	1
AT5G65090	AT5G65100	4653	2970	1701	16	A	0	0	1	0
AT3G04870	AT3G04880	4659	3637	1103	79	A	1	0	1	1
AT4G39960	AT4G39970	4662	2838	1867	41	A	0	0	1	1
AT4G10750	AT4G10760	4663	1255	3530	120	A	1	1	1	1
AT1G55090	AT1G55100	4670	4016	869	213	A	1	0	0	0
AT3G16175	AT3G16180	4682	964	3740	20	A	1	1	1	1
AT2G03270	AT2G03280	4700	2372	2365	35	A	1	1	1	1
AT5G08480	AT5G08490	4700	1793	4690	1781	A	0	0	1	1
AT1G29380	AT1G29390	4707	2769	2037	97	A	0	0	1	1
AT5G51460	AT5G51465	4709	3789	991	69	A	0	0	1	0
AT3G50430	AT3G50440	4723	3734	1075	84	A	0	0	1	1
AT2G21340	AT2G21350	4727	3844	1082	197	A	1	0	1	1
AT5G38630	AT5G38640	4732	2194	3059	519	A	1	1	1	1
AT1G16370	AT1G16380	4734	1815	2957	36	A	1	0	0	0
AT4G01390	AT4G01370	4738	1456	3383	99	A	0	0	0	1
AT5G61290	AT5G61300	4741	2288	2566	111	A	1	1	1	1
AT1G14020	AT1G14030	4748	2584	2223	57	A	1	0	1	1
AT3G47060	AT3G47070	4748	3946	1142	338	A	1	0	1	1
AT3G21200	AT3G21210	4750	1909	2863	20	A	0	0	1	1
AT4G20325	AT4G20330	4752	2906	1965	117	A	1	1	1	1
AT1G14350	AT1G14360	4753	2837	1947	29	A	1	1	1	1
AT4G09750	AT4G09760	4763	2192	2641	68	A	1	0	1	1
AT2G24010	AT2G24020	4765	3166	1603	2	A	0	0	0	1
AT3G59940	AT3G59950	4766	1449	3321	2	A	1	0	1	1
AT4G36960	AT4G36970	4767	2848	1942	21	A	1	1	1	1
AT1G20925	AT1G20930	4770	2608	2177	13	A	1	0	1	1
AT1G21370	AT1G21380	4773	1752	3025	2	A	1	1	1	1
AT1G14390	AT1G14400	4775	2878	2327	428	A	0	1	1	1
AT3G46640	AT3G46650	4779	3918	2369	1506	A	1	1	1	1
AT1G08340	AT1G08350	4798	1752	3057	9	A	1	0	1	1
AT1G24280	AT1G24290	4798	3134	1686	20	A	1	1	1	1
AT2G42940	AT2G42920	4801	1203	4812	1202	B	1	0	1	0
AT3G24500	AT3G24503	4806	1417	3501	110	A	1	0	1	1
AT5G56610	AT5G56620	4807	1777	3566	534	A	0	1	1	1
AT2G33620	AT2G33630	4817	2910	1938	29	A	1	1	1	1
AT3G12190	AT3G12200	4817	810	4044	35	A	0	0	1	0
AT3G14100	AT3G14110	4817	3358	1501	40	A	1	1	1	1
AT3G13770	AT3G13772	4818	1903	2917	0	A	0	0	1	1
AT1G63980	AT1G63990	4823	2674	2544	393	A	1	1	1	1
AT4G08455	AT4G08460	4831	1368	3495	30	A	1	1	1	1
AT1G73690	AT1G73700	4831	2511	2362	40	A	0	1	0	1
AT1G48370	AT1G48380	4834	3027	2282	473	A	1	1	1	1
AT5G05830	AT5G05840	4837	1256	3602	19	A	1	1	1	1
AT1G61415	AT1G61420	4841	1307	4043	507	A	0	1	1	1
AT1G75440	AT1G75450	4847	1595	3918	664	A	1	0	1	1
AT5G14430	AT5G14440	4851	2966	1887	0	A	1	1	1	1
AT3G09230	AT3G09240	4856	2045	2822	9	A	0	0	1	1
AT2G45940	AT2G45950	4857	1363	3518	22	A	0	0	1	0
AT5G38600	AT5G38610	4861	4192	710	39	A	0	1	1	1
AT2G30820	AT2G30830	4863	3454	1857	446	A	0	0	1	0
AT1G48560	AT1G48570	4865	2656	3850	1639	A	1	1	1	1
AT3G21360	AT3G21370	4873	1777	3624	526	A	0	1	0	0
AT1G23790	AT1G23800	4875	2135	2768	26	A	1	1	1	1
AT1G73130	AT1G73140	4905	3345	1814	252	A	1	0	1	1
AT3G54826	AT3G54830	4909	1533	3416	38	A	0	1	1	1
AT1G17630	AT1G17640	4910	2670	2307	65	A	0	1	1	1
AT4G22270	AT4G22280	4930	2819	2183	70	A	1	1	1	1
AT1G47230	AT1G47240	4931	2275	2703	45	A	0	1	1	1
AT3G19330	AT3G19340	4933	2034	2925	24	A	1	0	1	1
AT2G47935	AT2G47940	4954	1247	4148	439	A	0	0	1	1
AT3G49240	AT3G49250	4966	2070	5039	2069	B	1	1	1	1
AT5G45400	AT5G45410	4966	3453	1890	375	A	0	1	1	1
AT4G33630	AT4G33640	4975	4063	942	28	A	1	0	1	1
AT4G39990	AT4G40000	4990	1412	3664	84	A	1	1	1	1
AT2G02955	AT2G02960	5011	2636	2424	47	A	1	1	1	1
AT2G25270	AT2G25280	5016	2845	2298	125	A	1	1	1	1
AT3G58590	AT3G58600	5018	2544	2484	8	A	1	1	1	1
AT5G19350	AT5G19360	5018	2535	2550	65	A	1	1	1	1
AT3G58130	AT3G58140	5021	2376	2733	86	A	1	1	1	1
AT2G19610	AT2G19620	5023	2147	2973	95	A	1	1	1	1
AT4G00490	AT4G00500	5027	2694	2369	34	A	1	1	1	1
AT4G12390	AT4G12400	5033	1851	3346	162	A	0	1	1	1
AT3G26470	AT3G26480	5034	1711	3694	369	A	1	0	1	1
AT1G74900	AT1G74910	5038	1735	3437	132	A	1	1	1	1
AT4G31530	AT4G31540	5042	5161	2885	2884	B	1	1	1	1
AT4G28220	AT4G28230	5051	3622	1475	44	A	1	1	1	1
AT1G12775	AT1G12780	5052	2088	2969	3	A	1	1	1	1
AT2G31530	AT2G31540	5054	3622	1597	163	A	0	0	1	1
AT1G29200	AT1G29220	5057	3046	2078	65	A	1	1	1	1
AT5G44780	AT5G44785	5069	2493	3681	1103	A	0	1	1	1
AT3G02030	AT3G02040	5072	3940	1585	451	A	1	0	1	1
AT5G24680	AT5G24690	5073	1944	3191	60	A	1	1	1	1
AT4G37490	AT4G37480	5074	2423	2706	53	A	0	1	1	1
AT4G21180	AT4G21190	5075	3372	1813	108	A	1	1	1	1
AT4G36760	AT4G36770	5080	3767	1552	237	A	1	1	1	1
AT1G72660	AT1G72670	5085	3088	2200	201	A	1	1	1	1
AT5G17500	AT5G17510	5102	2546	3164	606	A	0	1	1	1
AT5G39970	AT5G39980	5102	2844	2361	101	A	1	0	1	1
AT1G60460	AT1G60470	5102	3524	1605	25	A	0	0	1	1
AT3G13470	AT3G13480	5109	3596	1905	390	A	1	1	1	1
AT4G39030	AT4G39040	5115	3788	1433	104	A	1	0	1	1
AT3G61610	AT3G61620	5120	2248	2890	16	A	0	1	1	1
AT1G56290	AT1G56300	5130	3408	2401	677	A	1	0	1	1
AT5G59000	AT5G59010	5133	2132	3284	281	A	1	1	1	1
AT3G13670	AT3G13672	5137	4253	1817	931	A	1	1	1	1
AT4G28010	AT4G28020	5137	2929	2248	38	A	0	0	1	1
AT5G64750	AT5G64760	5137	2440	2807	108	A	1	1	1	1
AT5G51130	AT5G51140	5146	2428	2874	154	A	1	1	1	1
AT1G27710	AT1G27720	5148	881	5135	866	A	1	0	0	0
AT4G24010	AT4G24015	5154	3728	1530	102	A	0	0	0	1
AT1G05450	AT1G05460	5164	1339	3893	66	A	0	0	1	1
AT2G21530	AT2G21540	5172	1253	3992	71	A	0	0	0	1
AT2G42150	AT2G42160	5174	2375	2834	33	A	1	1	1	1
AT2G36355	AT2G36360	5185	983	4689	485	A	1	1	1	1
AT3G20790	AT3G20800	5188	2462	2807	79	A	1	1	1	1
AT1G23880	AT1G23890	5193	3155	2061	21	A	1	1	1	1
AT3G54510	AT3G54520	5195	3582	1686	71	A	0	0	1	1
AT5G19140	AT5G19150	5195	2752	5164	2719	A	0	0	1	1
AT1G18880	AT1G18890	5197	2648	3155	604	A	1	0	1	1
AT4G12005	AT4G12010	5207	863	4581	235	A	0	0	1	1
AT3G02370	AT3G02380	5211	3584	2399	770	A	1	0	1	1
AT2G01270	AT2G01275	5215	3252	2027	62	A	0	0	1	1
AT3G26840	AT3G26850	5215	3547	2465	795	A	0	0	1	1
AT2G19180	AT2G19190	5222	1502	3896	174	A	1	0	0	1
AT5G04320	AT5G04330	5226	3333	1908	13	A	1	0	1	1
AT5G15240	AT5G15250	5226	2805	2445	22	A	0	0	1	1
