id1	id2	promoterdis	length1	length2	overlap	goverlap	sin1	sin2	sin3	snuc	sex	asex
AT4G02620	AT4G04225	1781	2055	425	424	A	0	0	1	1	1.34815751430427	0
AT5G03670	AT5G03668	1821	3094	1867	1821	D	1	1	1	1	0.531618450491424	0
AT4G38180	AT4G09685	1826	3230	1791	1790	A	0	0	1	1	0.0389519665418214	0
AT4G33300	AT4G08785	1943	6071	2029	1943	C	0	0	1	1	1.08974823488498	0
AT1G02420	AT1G04117	1961	1572	1541	1150	C	0	0	1	1	0.0214480891897341	0
AT5G42090	AT5G42092	1987	2560	1891	1890	A	1	1	1	1	0.922885359390144	0
AT1G06790	AT1G04507	2053	2605	248	247	A	0	0	0	1	0.207720680210182	0
AT1G71490	AT1G09257	2079	2921	742	741	A	0	0	0	1	0	0
AT2G16910	AT2G06795	2089	2534	440	439	A	0	0	0	1	0	0
AT1G69570	AT1G69572	2164	2188	1241	1240	A	1	0	1	1	0.0177968560074177	0
AT2G04850	AT2G04852	2182	1434	1318	568	C	1	1	1	1	0.00610263285889431	0
AT2G31390	AT2G08435	2218	2779	1754	1753	A	0	0	1	1	2.08310141179767	0
AT2G20720	AT2G07335	2252	2299	1732	1731	A	0	0	0	1	0.0532129963544145	0
AT3G54630	AT3G54625	2258	1912	2351	1911	B	0	1	1	1	0.00315377026928152	0
AT4G25480	AT4G07385	2259	1391	898	28	D	0	0	1	1	0.00349906662397805	0
AT1G12820	AT1G04977	2313	2482	638	637	A	0	0	1	1	0.520075482457597	0
AT1G11050	AT1G04833	2338	2357	2348	2338	D	0	0	1	1	0.0948065744890227	0
AT5G24620	AT5G03805	2392	2411	509	508	A	0	0	1	1	2.77669374621367	0
AT5G01540	AT5G01542	2455	2494	2577	2455	C	0	0	0	1	0.0057003280538795	0
AT5G44560	AT5G44562	2475	2473	782	778	C	1	1	0	1	0.118902843677263	0
AT1G17745	AT1G05317	2535	4100	579	578	A	0	0	0	1	1.47536523723922	0
AT1G76390	AT1G09627	2751	3330	2879	2751	D	0	0	1	1	0.184029812342241	0
AT5G23240	AT5G03585	2771	1823	1099	149	D	0	0	1	1	0.0153806709949037	0
AT4G36050	AT4G36052	2845	3282	1153	1152	A	1	0	1	1	0.20281088754422	0
AT1G13450	AT1G13448	2943	2429	687	171	D	1	1	1	1	0.717061500534171	0
AT1G15950	AT1G05213	2944	3337	2457	2456	A	0	0	1	1	1.21001478650947	0
AT3G26680	AT3G05075	2968	3114	523	522	A	0	0	1	1	0.386074077638523	0
AT5G16230	AT5G16235	3040	3184	1452	1451	A	0	1	1	1	0.117076284845903	0
AT1G48100	AT1G07477	3099	3214	802	801	A	0	0	1	1	0.0038124866562967	0
AT1G09420	AT1G09421	3242	3412	696	695	A	0	0	0	1	0.290993673293884	0
AT1G15170	AT1G15175	3509	2340	1415	244	C	0	0	1	1	0.098531064422351	0
AT1G54350	AT1G54355	3509	3554	1823	1822	A	1	1	1	1	0.159214424553917	0
AT1G79530	AT1G79529	3512	3193	749	428	D	1	1	1	1	1.215394786431	0
AT1G76780	AT1G09673	3536	7823	1349	1348	A	0	0	0	1	0.206086253038751	0
AT2G16250	AT2G16245	3677	3673	916	910	D	0	0	0	1	0.0378632552171866	0
AT4G17100	AT4G17098	3888	2591	3069	1770	D	1	1	1	1	0.317132228089693	0
AT2G24740	AT2G24735	3893	2268	5824	2267	B	0	0	0	1	0	0
AT5G01720	AT5G00785	4006	4369	235	234	A	0	0	0	1	0.757111599805138	0
AT5G45040	AT5G06695	4488	1518	3808	836	D	0	0	0	1	0.0126993802702428	0
AT1G61810	AT1G08437	4888	4808	271	189	C	0	0	1	1	0.0620226094229266	0
AT5G63320	AT5G09155	4944	5343	895	894	A	0	0	0	1	1.70893921955693	0
AT5G01730	AT5G01732	5047	5055	3588	3587	A	0	1	1	1	0.137714969892155	0
AT3G06630	AT3G01865	5119	4719	1396	994	D	0	0	1	1	0.00749131008030684	0
AT3G11560	AT3G02455	5172	6292	3030	3029	A	0	0	1	1	0.67652899999089	0
AT5G10140	AT5G01675	6077	6067	6230	6066	B	0	0	1	1	0	0
AT1G66880	AT1G08857	7060	8767	5596	5595	A	0	0	1	1	0.462945952013869	0
